 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 2 0 0 0
 3 2 0 0 0
 4 4 0 0 0
 5 4 0 0 0
 6 4 0 0 0
 7 4 0 0 0
 8 4 0 0 0
 9 4 0 0 0
 10 4 0 0 0
 11 4 0 0 0
 12 4 0 0 0
 13 4 0 0 0
 14 4 0 0 0
 15 4 0 0 0
 16 4 0 0 0
 17 4 0 0 0
 18 4 0 0 0
 19 4 0 0 0
 20 4 0 0 0
 21 4 0 0 0
 22 4 0 0 0
 23 4 0 0 0
 24 4 0 0 0
 25 4 0 0 0
 26 4 0 0 0
 27 5 0 0 0
 28 5 0 0 0
 29 5 0 0 0
 30 5 0 0 0
 31 5 0 0 0
 32 5 0 0 0
 33 5 0 0 0
 34 5 0 0 0
 35 5 0 0 0
 36 5 0 0 0
 37 5 0 0 0
 38 5 0 0 0
 39 5 0 0 0
 40 5 0 0 0
 41 5 0 0 0
 42 5 0 0 0
 43 5 0 0 0
 44 5 0 0 0
 45 5 0 0 0
 46 5 0 0 0
 47 5 0 0 0
 48 5 0 0 0
 49 5 0 0 0
 50 5 0 0 0
 51 5 0 0 0
 52 5 0 0 0
 53 5 0 0 0
 54 5 0 0 0
 55 5 0 0 0
 56 5 0 0 0
 57 5 0 0 0
 58 5 0 0 0
 59 5 0 0 0
 60 5 0 0 0
 61 5 0 0 0
 62 5 0 0 0
 63 5 0 1 0
 64 5 0 1 0
 65 5 0 1 0
 66 5 0 1 0
 67 5 0 1 0
 68 6 0 1 0
 69 6 0 1 0
 70 6 0 1 0
 71 6 0 1 0
 72 6 0 1 0
 73 6 0 1 0
 74 6 0 1 0
 75 6 0 1 0
 76 6 0 1 0
 77 6 0 1 0
 78 6 0 1 0
 79 6 0 1 0
 80 6 0 1 0
 81 6 0 1 0
 82 6 0 1 0
 83 6 0 1 0
 84 6 0 1 0
 85 6 0 1 0
 86 6 0 1 0
 87 6 0 1 0
 88 6 1 1 0
 89 6 1 1 0
 90 6 1 1 0
 91 6 1 1 0
 92 6 1 1 0
 93 6 1 1 0
 94 6 1 1 0
 95 6 1 1 0
 96 6 1 1 0
 97 6 1 1 0
 98 6 1 1 0
 99 6 1 1 0
 100 6 1 1 0
