 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 1 0
 3 0 0 4 0
 4 0 0 4 0
 5 1 0 5 0
 6 1 0 5 0
 7 1 0 5 0
 8 1 0 5 0
 9 1 0 5 0
 10 1 0 5 0
 11 1 0 6 0
 12 1 0 6 0
 13 1 0 6 0
 14 1 0 6 0
 15 1 0 7 0
 16 1 0 7 0
 17 1 0 7 0
 18 1 0 7 0
 19 1 0 7 0
 20 1 0 7 0
 21 1 0 7 0
 22 1 0 7 0
 23 1 0 7 0
 24 1 0 7 0
 25 1 0 7 0
 26 1 0 7 0
 27 1 0 7 0
 28 1 0 7 0
 29 1 0 7 0
 30 1 0 7 0
 31 1 0 7 0
 32 1 0 7 0
 33 1 0 7 0
 34 1 0 7 0
 35 1 0 7 0
 36 1 0 7 0
 37 1 0 7 0
 38 1 0 7 0
 39 1 0 7 0
 40 1 0 7 0
 41 1 0 7 0
 42 1 0 7 0
 43 1 0 7 0
 44 1 0 7 0
 45 1 0 7 0
 46 1 0 7 0
 47 1 0 7 0
 48 1 0 7 0
 49 1 0 7 0
 50 1 0 7 0
 51 1 0 7 0
 52 1 0 7 0
 53 2 0 7 0
 54 2 0 7 0
 55 2 0 7 0
 56 2 0 7 0
 57 2 0 7 0
 58 2 0 7 0
 59 2 0 7 0
 60 2 0 7 0
 61 2 0 7 0
 62 2 0 7 0
 63 3 0 7 0
 64 3 0 7 0
 65 3 0 7 0
 66 3 0 7 0
 67 3 0 7 0
 68 3 0 7 0
 69 3 0 7 0
 70 3 0 7 0
 71 3 0 7 0
 72 3 0 7 0
 73 3 0 7 0
 74 3 0 7 0
 75 3 0 7 0
 76 3 0 7 0
 77 3 0 7 0
 78 3 0 7 0
 79 3 0 7 0
 80 3 0 7 0
 81 3 0 7 0
 82 3 0 7 0
 83 3 0 7 0
 84 4 0 7 0
 85 4 0 7 0
 86 4 0 7 0
 87 4 0 7 0
 88 4 0 7 0
 89 4 0 7 0
 90 4 0 7 0
 91 4 0 7 0
 92 4 0 7 0
 93 4 0 7 0
 94 5 0 7 0
 95 5 0 7 0
 96 5 0 7 0
 97 5 0 7 0
 98 5 0 7 0
 99 5 0 7 0
 100 5 0 7 0
