 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 0 0
 3 0 0 0 0
 4 0 0 0 0
 5 0 0 0 0
 6 0 0 0 0
 7 0 0 0 0
 8 2 0 0 0
 9 2 0 0 0
 10 2 0 0 0
 11 2 0 0 1
 12 3 0 0 1
 13 4 0 0 1
 14 4 0 0 1
 15 4 0 0 1
 16 4 0 0 1
 17 4 0 0 1
 18 4 0 0 1
 19 4 0 0 1
 20 4 0 0 1
 21 4 0 0 1
 22 4 0 0 1
 23 4 0 0 1
 24 4 0 0 1
 25 5 0 0 1
 26 5 0 0 1
 27 5 0 0 1
 28 5 0 0 1
 29 5 0 0 1
 30 5 0 0 1
 31 5 0 0 1
 32 5 0 0 1
 33 5 0 0 1
 34 5 0 0 1
 35 6 0 0 1
 36 6 0 0 1
 37 6 0 0 1
 38 6 0 0 1
 39 6 0 0 1
 40 7 0 0 1
 41 7 0 0 1
 42 7 0 0 1
 43 7 0 0 1
 44 7 0 0 1
 45 7 0 0 1
 46 7 0 0 1
 47 7 0 0 1
 48 8 0 0 1
 49 8 0 0 1
 50 8 0 0 1
 51 8 0 0 1
 52 8 0 0 1
 53 8 0 0 1
 54 8 0 0 1
 55 8 0 0 1
 56 8 0 0 1
 57 8 0 0 1
 58 10 0 0 1
 59 10 0 0 2
 60 10 0 0 2
 61 10 0 0 2
 62 10 0 0 2
 63 10 0 0 2
 64 10 0 0 2
 65 10 0 0 2
 66 10 0 0 2
 67 10 0 0 2
 68 10 0 0 2
 69 10 0 0 2
 70 10 0 0 2
 71 10 0 0 2
 72 10 0 0 2
 73 10 0 0 2
 74 10 0 0 2
 75 11 0 0 2
 76 11 0 0 2
 77 11 0 0 2
 78 11 0 0 2
 79 11 0 0 2
 80 11 0 0 2
 81 11 0 0 2
 82 11 0 0 2
 83 11 0 0 2
 84 11 0 0 2
 85 12 0 0 2
 86 12 0 0 2
 87 12 0 0 2
 88 12 0 0 2
 89 12 0 0 2
 90 12 0 0 2
 91 12 0 0 2
 92 12 0 0 2
 93 12 0 0 2
 94 12 0 0 2
 95 12 0 0 2
 96 12 0 0 2
 97 12 0 0 2
 98 12 0 0 2
 99 12 0 0 2
 100 12 0 0 2
